,bytes_read,bytes_written
2576,0,13
2577,0,13
2578,0,13
2579,0,13
258,543,712
2580,543,13
2581,0,61
2582,0,13
2583,0,13
2584,0,13
2585,0,13
2586,543,13
2587,0,61
2588,0,13
2589,0,13
259,543,207
2590,543,13
2591,0,61
2592,0,13
2593,0,13
2594,0,13
2595,0,13
2596,543,13
2597,0,61
2598,0,13
2599,0,13
26,0,267
260,0,62
2600,0,13
2601,0,13
2602,0,13
2603,0,13
2604,543,13
2605,0,61
2606,0,13
2607,0,13
2608,0,13
2609,0,13
261,0,13
2610,0,13
2611,0,13
2612,543,13
2613,0,61
2614,0,13
2615,0,13
2616,0,13
2617,0,13
2618,0,13
2619,0,13
262,0,13
2620,543,13
2621,0,61
2622,0,13
2623,0,13
2624,543,13
2625,0,61
2626,0,13
2627,0,13
2628,0,13
2629,0,13
263,0,556
2630,0,13
2631,543,13
2632,0,61
2633,0,13
2634,0,13
2635,0,13
2636,0,13
2637,0,13
2638,0,13
2639,543,13
264,0,60
2640,0,61
2641,0,13
2642,0,13
2643,543,13
2644,0,61
2645,0,13
2646,0,13
2647,0,13
2648,0,13
2649,0,13
265,0,13
2650,543,13
2651,0,61
2652,0,13
2653,0,13
2654,0,13
2655,0,13
2656,0,13
2657,0,13
2658,0,13
2659,0,13
266,0,556
2660,543,13
2661,0,61
2662,0,13
2663,0,13
2664,0,13
2665,0,13
2666,543,13
2667,0,61
2668,0,13
2669,0,13
267,543,1403
2670,0,13
2671,0,13
2672,0,13
2673,0,13
2674,0,13
2675,0,13
2676,543,13
2677,0,61
2678,0,13
2679,0,13
268,1086,1455
2680,0,13
2681,0,13
2682,0,13
2683,0,13
2684,543,13
2685,0,61
2686,0,13
2687,0,13
2688,543,13
2689,0,61
269,0,220
2690,0,13
2691,0,13
2692,543,13
2693,0,61
2694,0,13
2695,0,13
2696,0,13
2697,0,13
2698,0,13
2699,0,13
27,0,14
270,0,557
2700,543,13
2701,0,61
2702,0,13
2703,0,13
2704,0,13
2705,0,13
2706,0,13
2707,0,13
2708,543,13
2709,0,61
271,0,60
2710,0,13
2711,0,13
2712,0,13
2713,0,13
2714,0,13
2715,0,13
2716,543,13
2717,0,61
2718,0,13
2719,0,13
272,0,13
2720,0,13
2721,0,13
2722,0,13
2723,0,13
2724,543,13
2725,0,61
2726,0,13
2727,0,13
2728,0,13
2729,0,13
273,0,101
2730,543,13
2731,0,61
2732,0,13
2733,0,13
2734,0,13
2735,0,13
2736,0,13
2737,543,13
2738,0,61
2739,0,13
274,0,14
2740,0,13
2741,0,13
2742,0,13
2743,0,13
2744,0,13
2745,0,13
2746,543,13
2747,0,61
2748,0,13
2749,0,13
275,0,556
2750,0,13
2751,0,13
2752,0,13
2753,0,13
2754,0,13
2755,543,13
2756,0,61
2757,0,13
2758,0,13
2759,0,13
276,0,60
2760,0,13
2761,0,13
2762,0,13
2763,0,13
2764,543,13
2765,0,61
2766,0,13
2767,0,13
2768,0,13
2769,0,13
277,0,13
2770,0,13
2771,0,13
2772,0,13
2773,543,13
2774,0,61
2775,0,13
2776,0,13
2777,0,13
2778,0,13
2779,0,13
278,1086,13
2780,0,13
2781,0,13
